siteID,sites.sitename,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,soil.classification,soilnotes,hydrology.notes,sitenotes,siteref,area,biogeog,Koeppen,FAOecozone,siteID.v1,tropical_extratropical,indicates.site.that.lacks.info.direct.from.pub,loaded_from,loaded_by
52,BCI.poachers4,NAC,Colon,Panama,9.28,-79.8,NAC,NA,NAC,NAC,NAC,2617,rainfall seasonality index SR (%) = 0.34,NAC,Acrisol,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1173,tropical,,,
53,BDFFP FASTIO,Manaus,Amazonas,Brazil,-2.333333333,-60,NAC,coordinates are approximate. Better location could be extracted from map in Lucas (1998),NAC,NAC,NAC,2600,NA,NAC,Latosol,yellow latsiols,NAC,NA,Laurence et al. 2009 (DOI: 10.1111/j.1654-1103.2009.01044.x),33,Neotropics,Af,Tropical rainforest,75,tropical,,,
54,BDFFP Fazenda Agroman,Manaus,Amazonas,Brazil,-2.333333333,-60,NAC,coordinates are approximate. Better location could be extracted from map in Lucas (1998),NAC,NAC,NAC,2600,NA,NAC,Latosol,yellow latsiols,NAC,NA,Laurence et al. 2009 (DOI: 10.1111/j.1654-1103.2009.01044.x),33,Neotropics,Af,Tropical rainforest,80,tropical,,,
55,BDFFP Fazenda Cabo Frio,Manaus,Amazonas,Brazil,-2.4,-60,100,NA,26.75,NAC,NAC,2305,Dry season length 3.05 mths,NAC,Ultisol,NA,terra firma,NA,"Chambers thesis, in prep.; Sizer 1992; Malhi et al. 2004",33,Neotropics,Af,Tropical rainforest,101,tropical,,,
56,BDFFP Fazenda Dimona,Manaus,Amazonas,Brazil,-2.33333,-60.083333,100,NA,26.75,NAC,NAC,2305,Dry season length 3.05 mths; rainfall seasonality index SR (%) = 0.49,clay,Ultisol/older oxisol/ Ferralsol,NA,terra firma,NA,"Clark et al 2001,Chambers thesis, in prep.; http://pdbff.inpa.gov.br/area3p.htm#; Malhi et al. 2004",33,Neotropics,Af,Tropical rainforest,99,tropical,,,
57,BDFFP Fazenda Esteio,Manaus,Amazonas,Brazil,-2.41667,-59.76667,NAC,coordinates are approximate. Better location could be extracted from map in Lucas (1998),NAC,NAC,NAC,2600,NA,NAC,Latosol,yellow latsiols,NAC,NA,Laurence et al. 2009 (DOI: 10.1111/j.1654-1103.2009.01044.x),33,Neotropics,Af,Tropical rainforest,78,tropical,,,
58,BDFFP Fazenda Gaviao,Manaus,Amazonas,Brazil,-2.4,-59.9,100,NA,26.7,NAC,NAC,2233.5,Dry season length 3.05 mths,NAC,Ultisol,NA,terra firma,NA,"Chambers thesis, in prep.; Malhi et al. 2004",33,Neotropics,Af,Tropical rainforest,102,tropical,,,
59,BDFFP Fazenda Maringa,Manaus,Amazonas,Brazil,-2.333333333,-60,NAC,coordinates are approximate. Better location could be extracted from map in Lucas (1998),NAC,NAC,NAC,2600,NA,NAC,Latosol,yellow latsiols,NAC,NA,Laurence et al. 2009 (DOI: 10.1111/j.1654-1103.2009.01044.x),33,Neotropics,Af,Tropical rainforest,76,tropical,,,
60,BDFFP Fazenda Porto Alegre,Manaus,Amazonas,Brazil,-2.348,-60,NAC,coordinates are approximate. Better location could be extracted from map in Lucas (1998),NAC,NAC,NAC,2524,NA,NAC,Latosol,yellow latsiols,terra firma,NA,Laurence et al. 2009 (DOI: 10.1111/j.1654-1103.2009.01044.x),33,Neotropics,Af,Tropical rainforest,77,tropical,,,
61,BDFFP Fazenda Porto Alegre 3304,Manaus,Amazonas,Brazil,-2.348,-60,90,NA,27.2,NAC,NAC,1771,Dry season length 3.05 mths,NAC,Latosol,NA,terra firma,NA,"Klinge 1973,1976,1978; Klinge & Rodrigues 1968;Klinge et al. 1975",33,Neotropics,Af,Tropical rainforest,86,tropical,,,
62,BDFFP Florestal,Manaus,Amazonas,Brazil,-2.4,-59.9,100,NA,26.8,NAC,NAC,2305,Dry season length 3.05 mths,NAC,older oxisol,NA,terra firma,NA,; Malhi et al. 2004,33,Neotropics,Af,Tropical rainforest,104,tropical,,,
63,BDFFP km 67,Manaus,Amazonas,Brazil,-2.333333333,-60,NAC,coordinates are approximate. Better location could be extracted from map in Lucas (1998),NAC,NAC,NAC,2600,NA,NAC,Latosol,yellow latsiols,NAC,NA,Laurence et al. 2009 (DOI: 10.1111/j.1654-1103.2009.01044.x),33,Neotropics,Af,Tropical rainforest,79,tropical,,,
64,BDFFP Reserve,NAC,Amazonas,Brazil,-2.5,-60,NAC,NA,NAC,NAC,NAC,2470,rainfall seasonality index SR (%) = 0.32,NAC,Ferralsol,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1174,tropical,,,
65,Bebedero,NAC,Guanacaste,Costa Rica,10.8883,-85.6,280,NA,25.9,NAC,NAC,1613,NA,NAC, Entisol  ,NA,NAC,NA,NA,NA,Neotropics,Aw,Tropical dry forest,1261,tropical,,,
66,Bionte (Luizao),NAC,Amazonas,Brazil,-2.63,-60.17,73,NA,27.08,NAC,NAC,2272,NA,NAC,NAC,NA,NAC,NA,Luizao 1989 [69],NA,Neotropics,Af,Tropical rainforest,1377,tropical,,,
67,Bionte 1,Manaus,Amazonas,Brazil,-2.63,-60.17,73,NA,27.1,NAC,NAC,2381,Dry season length 3 mths,NAC,older oxisol,NA,terra firma,NA,NA,33,Neotropics,Af,Tropical rainforest,105,tropical,,,
68,Bionte 2,Manaus,Amazonas,Brazil,-2.63,-60.17,73,NA,27.1,NAC,NAC,2381,Dry season length 3 mths,NAC,older oxisol,NA,terra firma,NA,NA,33,Neotropics,Af,Tropical rainforest,106,tropical,,,
69,Bionte 4,Manaus,Amazonas,Brazil,-2.63,-60.17,73,NA,27.1,NAC,NAC,2381,Dry season length 3 mths,NAC,older oxisol,NA,terra firma,NA,NA,33,Neotropics,Af,Tropical rainforest,107,tropical,,,
70,Bionte averaged (Chao2009),NAC,Amazonas,Brazil,-2.63,-60.17,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,Summers (1998) cited in Chambers et al. (2000),NA,Neotropics,Af,Tropical rainforest,1420,tropical,,,
71,Bionte T4 B1 SB3,Manaus,Amazonas,Brazil,-2.63,-60.17,73,NA,27.1,NAC,NAC,2381,Dry season length 3 mths,NAC,older oxisol,NA,terra firma,NA,NA,33,Neotropics,Af,Tropical rainforest,108,tropical,,,
72,Bionte T4 B2 SB1,Manaus,Amazonas,Brazil,-2.63,-60.17,73,NA,27.1,NAC,NAC,2381,Dry season length 3 mths,NAC,older oxisol,NA,terra firma,NA,NA,33,Neotropics,Af,Tropical rainforest,110,tropical,,,
73,Bionte T4 B4 SB4,Manaus,Amazonas,Brazil,-2.63,-60.17,73,NA,27.1,NAC,NAC,2381,Dry season length 3 mths,NAC,older oxisol,NA,terra firma,NA,NA,33,Neotropics,Af,Tropical rainforest,109,tropical,,,
74,Bisley,NAC,Puerto Rico,United States of America,18.32,-65.82,355,NA,NAC,NAC,NAC,3500,NA,NAC,NAC,NA,NAC,Secondary tabonuco forest,Scatena et al 1996. Biotropica 28:424-440.,135,Neotropics,Am,Tropical rainforest,360,tropical,,,
75,Bissiga B12,NAC,Oubritenga,Burkina Faso,12.6833,-1.1667,300,NA,NAC,16,40,632,dry season 5-7 months,NAC,ferric luvisol,"ferric luvisol, ferruginous",NAC,NA,NA,117,Afrotropics,BSh,Tropical dry forest,322,tropical,,,
76,Bitagron,NAC,Sipaliwini,Suriname,5.079,-56.201,NAC,NA,NAC,NAC,NAC,2151,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1369,tropical,,,
77,BKK-01a_Boukoko,NAC,Lobaye,Central African Republic,3.83,18,487,NA,23.7,NAC,NAC,1677,NA,NAC,NAC,NA,NAC,NA,NA,71,Afrotropics,Aw,Tropical rainforest,211,tropical,,,
78,Blue Mtn. Mor Ridge,NAC,Saint Andrew,Jamaica,18.08,-76.65,1615,montane,15.8,NAC,NAC,2230,NA,NAC,NAC,mor,NAC,Tropical montane,"Tanner 1977, 1980a,b,1985",132,Neotropics,Aw,Tropical mountain system,340,tropical,,,
79,Blue Mtn. Mull Ridge,NAC,Saint Andrew,Jamaica,18.08,-76.65,1600,montane,15.5,NAC,NAC,2230,NA,NAC,NAC,mull,NAC,Tropical montane,"Tanner 1977, 1980a,b,1985",132,Neotropics,Aw,Tropical mountain system,341,tropical,,,
80,Blue Mtn.Gap Forest,NAC,Saint Andrew,Jamaica,18.08,-76.65,1590,montane,15.5,NAC,NAC,2230,NA,NAC,NAC,NA,NAC,Tropical montane,"Tanner 1977, 1980a,b,1985",132,Neotropics,Aw,Tropical mountain system,342,tropical,,,
81,Blue Mtn.Wet Slope Forest,NAC,Saint Andrew,Jamaica,18.08,-76.65,1570,montane,15.3,NAC,NAC,2230,NA,NAC,NAC,NA,NAC,Tropical montane,"Tanner 1977, 1980a,b,1985",132,Neotropics,Aw,Tropical mountain system,343,tropical,,,
82,Bogi 1 (PA),NAC,Orellana,Ecuador,-0.7,-76.48,271,NA,24.9,NAC,NAC,3152,Dry season length 0.31 mths,NAC,inceptisol,NA,terra firma,NA,NA,44,Neotropics,Af,Tropical rainforest,125,tropical,,,
83,Bogi 2 (PB),NAC,Orellana,Ecuador,-0.7,-76.47,270,NA,25,NAC,NAC,3140,Dry season length 0.31 mths,NAC,inceptisol,NA,terra firma,NA,NA,44,Neotropics,Af,Tropical rainforest,126,tropical,,,
84,Boqueron,NAC,Colon,Panama,9.333333,-79.833333,NAC,on Lago Alajuela in Chagres National Park. 4 month long dry season from Dec-April,NAC,NAC,NAC,2650,NA,silty loam,NAC,Light grey surface,NAC,NA,NA,97,Neotropics,Am,Tropical rainforest,278,tropical,,,
85,BR-319_M01_TN_1500,NAC,Amazonas,Brazil,-3.353,-59.856,NAC,NA,NAC,NAC,NAC,2236,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1322,tropical,,,
86,BR-319_M01_TN_3500,NAC,Amazonas,Brazil,-3.346,-59.83,NAC,NA,NAC,NAC,NAC,2236,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1323,tropical,,,
87,BR-319_M02_TN_0500,NAC,Amazonas,Brazil,-3.688,-60.332,NAC,NA,NAC,NAC,NAC,2281,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1324,tropical,,,
88,BR-319_M02_TN_1500,NAC,Amazonas,Brazil,-3.683,-60.324,NAC,NA,NAC,NAC,NAC,2280,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1325,tropical,,,
89,BR-319_M02_TN_4500,NAC,Amazonas,Brazil,-3.669,-60.301,NAC,NA,NAC,NAC,NAC,2280,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1326,tropical,,,
90,BR-319_M04_TN_0500,NAC,Amazonas,Brazil,-4.383,-60.943,NAC,NA,NAC,NAC,NAC,2373,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1327,tropical,,,
91,BR-319_M04_TN_3500,NAC,Amazonas,Brazil,-4.402,-60.923,NAC,NA,NAC,NAC,NAC,2381,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1328,tropical,,,
92,BR-319_M05_TN_(-)0500,NAC,Amazonas,Brazil,-4.616,-61.244,NAC,NA,NAC,NAC,NAC,2392,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1329,tropical,,,
93,BR-319_M05_TN_1500,NAC,Amazonas,Brazil,-4.603,-61.258,NAC,NA,NAC,NAC,NAC,2391,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1330,tropical,,,
94,BR-319_M06_TN_(-)0500,NAC,Amazonas,Brazil,-4.984,-61.571,NAC,NA,NAC,NAC,NAC,2418,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1331,tropical,,,
95,BR-319_M06_TN_0500,NAC,Amazonas,Brazil,-4.99,-61.563,NAC,NA,NAC,NAC,NAC,2428,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1332,tropical,,,
96,BR-319_M06_TN_1500,NAC,Amazonas,Brazil,-4.994,-61.556,NAC,NA,NAC,NAC,NAC,2428,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1333,tropical,,,
97,BR-319_M06_TN_2500,NAC,Amazonas,Brazil,-4.999,-61.549,NAC,NA,NAC,NAC,NAC,2428,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1334,tropical,,,
98,BR-319_M08_TS_0500,NAC,Amazonas,Brazil,-5.629,-62.194,NAC,NA,NAC,NAC,NAC,2409,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1335,tropical,,,
99,BR-319_M08_TS_1500,NAC,Amazonas,Brazil,-5.634,-62.186,NAC,NA,NAC,NAC,NAC,2409,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1336,tropical,,,
100,BR-319_M08_TS_2500,NAC,Amazonas,Brazil,-5.638,-62.178,NAC,NA,NAC,NAC,NAC,2416,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1337,tropical,,,
101,BR-319_M09_TS_2500,NAC,Amazonas,Brazil,-5.947,-62.51,NAC,NA,NAC,NAC,NAC,2383,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1338,tropical,,,
102,BR-319_M09_TS_3500,NAC,Amazonas,Brazil,-5.94,-62.516,NAC,NA,NAC,NAC,NAC,2383,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1339,tropical,,,
103,BR-319_M10_TS_1500,NAC,Amazonas,Brazil,-6.574,-62.931,NAC,NA,NAC,NAC,NAC,2335,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1340,tropical,,,
104,BR-319_M10_TS_2500,NAC,Amazonas,Brazil,-6.575,-62.922,NAC,NA,NAC,NAC,NAC,2335,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1341,tropical,,,
105,BR-319_M11_TN_1500,NAC,Amazonas,Brazil,-7.207,-63.117,NAC,NA,NAC,NAC,NAC,2272,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1342,tropical,,,
106,BR-319_M11_TN_2500,NAC,Amazonas,Brazil,-7.211,-63.109,NAC,NA,NAC,NAC,NAC,2267,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1343,tropical,,,
107,Brazilian Lower Amazon land use and fire recovery age sequence,Santarem,Para,Brazil,-3.25,-52.25,NAC,NA,25.30833356,NAC,NAC,2225,NA,NAC,NAC,NA,NAC,NA,NA,32,Neotropics,Am,Tropical rainforest,71,tropical,,,
108,Brazilian Lower Amazon mature forest,Santarem,Para,Brazil,-3.25,-52.25,NAC,NA,25.30833356,NAC,NAC,2225,NA,NAC,NAC,NA,NAC,NA,NA,32,Neotropics,Am,Tropical rainforest,72,tropical,,,
109,Brownsberg,NAC,Brokopondo,Suriname,4.946,-55.178,NAC,NA,NAC,NAC,NAC,2397,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1368,tropical,,,
110,BUD-17_Budongo Plot 7,NAC,Masindi,Uganda,1.72,31.5,1085,NA,23,NAC,NAC,1326,NA,NAC,NAC,NA,NAC,NA,NA,56,Afrotropics,Am,Tropical rainforest,152,tropical,,,
111,Buen Uso,NAC,Guanacaste,Costa Rica,10.8393,-85.6152,321,NA,25.7,NAC,NAC,1556,NA,NAC, Entisol  ,NA,NAC,NA,NA,NA,Neotropics,Aw,Tropical moist forest,1268,tropical,,,
112,Bukit Soeharto,NAC,East Kalimantan,Indonesia,-0.866,117.05,20,NA,25.3,NAC,NAC,2015,NA,loam,Ultisol,NA,NAC,NA,asiaflux.net,58,IndoMalay,Af,Tropical rainforest,154,tropical,,,
113,Caballos,NAC,San Jose,Costa Rica,9.8446,-84.5281,132,NA,27.1,NAC,NAC,2900,NA,NAC, Alfisol  ,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical moist forest,1272,tropical,,,
114,Cajunuma,NAC,Loja,Ecuador,-4.12,-79.18,3060,NA,9.399999619,NAC,NAC,4500,NA,loam,Alfisol,NA,NAC,NA,Moser et al 2011,163,Neotropics,Cfb,Tropical mountain system,445,tropical,,,
115,Caliente,NAC,Puntarenas,Costa Rica,8.4053,-83.3372,74,NA,27,NAC,NAC,4300,NA,NAC, Ultisol  ,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1302,tropical,,,
116,CAM-01_Campo Ma'an 1,NAC,South Region,Cameroon,2.36,9.93,100,NA,25.1,NAC,NAC,2588,NA,NAC,NAC,NA,NAC,NA,NA,67,Afrotropics,Af,Tropical rainforest,195,tropical,,,
117,CAM-02_Campo Ma'an 2,NAC,"Litoral, Equatorial Guinea???",Cameroon,2.19,9.92,100,NA,25,NAC,NAC,2434,NA,NAC,NAC,NA,NAC,NA,NA,67,Afrotropics,Af,Tropical rainforest,194,tropical,,,
118,CAM-03_Campo Ma'an 3,NAC,South Region,Cameroon,2.42,9.9,100,NA,25,NAC,NAC,2625,NA,NAC,NAC,NA,NAC,NA,NA,67,Afrotropics,Af,Tropical rainforest,196,tropical,,,
119,Cambronero,NAC,Alajuela,Costa Rica,10.2989,-84.7665,1200,NA,20.1,NAC,NAC,5300,NA,NAC, Andisol  ,NA,NAC,NA,NA,NA,Neotropics,Aw,Tropical mountain system,1310,tropical,,,
120,Cano,NAC,Heredia,Costa Rica,10.4214,-84.1618,224,NA,24.3,NAC,NAC,3900,NA,NAC, Inceptisol  ,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1285,tropical,,,
121,Cano Rosalba 1,NAC,Zulia,Venezuela,9.25,-72,60,NA,27.9,NAC,NAC,1324,Dry season length 6 mths,NAC,younger oxisol,NA,terra firma,NA,Veillon (1985),170,Neotropics,Aw,Tropical rainforest,474,tropical,,,
122,Cano Rosalba 2,NAC,Zulia,Venezuela,9.25,-72,35,NA,28.03,NAC,NAC,1324,Dry season length 6 mths,NAC,Pleistocene alluvial,NA,terra firma,NA,Veillon (1985),170,Neotropics,Aw,Tropical rainforest,475,tropical,,,
123,CAP-09_Cape Three Points 9,NAC,Western Region,Ghana,4.85,-2.1,126,NA,26,NAC,NAC,1734,NA,NAC,NAC,NA,NAC,NA,NA,77,Afrotropics,Aw,Tropical rainforest,219,tropical,,,
124,CAP-10_Cape Three Points 10,NAC,Western Region,Ghana,4.8,-2.05,68,NA,25.6,NAC,NAC,1678,NA,NAC,NAC,NA,NAC,NA,NA,77,Afrotropics,Aw,Tropical rainforest,218,tropical,,,
125,"Capitao Paco,Para 1",NAC,Para,Brazil,-1.73,-47.2,NAC,NA,NAC,NAC,NAC,2471,rainfall seasonality index SR (%) = 0.49,NAC,Ferralsol,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1176,tropical,,,
126,"Capitao Paco,Para 2",NAC,Para,Brazil,-1.73,-47.2,NAC,NA,NAC,NAC,NAC,2471,rainfall seasonality index SR (%) = 0.27,NAC,Ferralsol,NA,NAC,NA,NA,NA,Neotropics,Am,Tropical rainforest,1177,tropical,,,
127,Caqueta,NAC,Amazonas,Colombia,-0.53,-72.1,200,NA,26.88,NAC,NAC,3059,Dry season length 0.38 mths,NAC,ultisol,NA,terra firma,NA,NA,168,Neotropics,Af,Tropical rainforest,471,tropical,,,
128,Caqueta (Poorter),NAC,Amazonas,Colombia,-0.417,-70.5,NAC,NA,NAC,NAC,NAC,3059,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1353,tropical,,,
129,Carajas,NAC,Para,Brazil,-6,-50.5,170,NA,25.64,NAC,NAC,1993,Dry season length 4.9 mths,NAC,younger oxisol,NA,terra firma,NA,NA,169,Neotropics,Am,Tropical rainforest,472,tropical,,,
130,Cascada,NAC,Heredia,Costa Rica,10.3948,-83.9868,92,NA,25.1,NAC,NAC,3900,NA,NAC, Inceptisol  ,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1290,tropical,,,
131,Caxiuana,NAC,Para,Brazil,-1.72,-51.45,NI,NA,NAC,NAC,NAC,2500,NA,clay,NAC,NA,NAC,NA,"Carswell et al 2002,",38,Neotropics,Af,Tropical rainforest,114,tropical,,,
132,Caxiuana 1 CAX-01,NAC,Para,Brazil,-1.7,-51.53,15,NA,26.7,NAC,NAC,2220,Dry season length 3.97 mths,NAC,older oxisol,NA,terra firma,NA,NA,38,Neotropics,Am,Tropical rainforest,115,tropical,,,
133,Caxiuana 2 CAX-02,NAC,Para,Brazil,-1.7,-51.53,15,NA,26.7,NAC,NAC,2220,Dry season length 3.97 mths,NAC,older oxisol,NA,terra firma,NA,NA,38,Neotropics,Am,Tropical rainforest,116,tropical,,,
134,Caxiuana Drought Control CAX-04,NAC,Para,Brazil,-1.72,-51.46,47,NA,25.8,NAC,NAC,2311,NA,loamy sand,Vetic Acrisol,NA,NAC,NA,da Costa et al. 2014,38,Neotropics,Af,Tropical rainforest,463,tropical,,,
135,Caxiuana Terra Preta CAX-08,NAC,Para,Brazil,-1.72,-51.5,NAC,NA,26.89999962,NAC,NAC,2314,rainfall seasonality index SR (%) = 0.13,sandy clay loam,Inceptisol,Hortic Archaeo-Anthrosol,NAC,NA,Aragao et al 2009; Chave et al 2010,38,Neotropics,Am,Tropical rainforest,446,tropical,,,
136,Caxiuana Tower CAX-06,NAC,Para,Brazil,-1.74,-51.46,47,NA,25.8,NAC,NAC,2311,rainfall seasonality index SR (%) = 0.42,clay,Geric Acric Ferralsol,NA,NAC,NA,Doughty et al. 2014; Chave et al 2010,38,Neotropics,Af,Tropical rainforest,464,tropical,,,
137,CELOS 67/9A,NAC,Para,Suriname,5.22,-55.67,66,NA,26.81,NAC,NAC,2201,Dry season length 2.9 mths,NAC,ultisol,NA,terra firma,NA,de Graaf et al. (1999),74,Neotropics,Af,Tropical moist forest,473,tropical,,,
138,Central Rondonia Chronosequence Site a,Cacaulandia,Rondonia,Brazil,-10.316667,-62.766667,350,NA,27.6,NAC,NAC,2290,NA,NAC,Ultisol; Entisol,Allic Paleudult and Lithic Oxic Troporthent soils with a soil depth of ~0.6 m.,NAC,NA,NA,19,Neotropics,Aw,Tropical rainforest,41,tropical,,,
139,Central Rondonia Chronosequence Site b,Cacaulandia,Rondonia,Brazil,-10.316667,-62.766667,350,NA,27.6,NAC,NAC,2290,NA,NAC,Ultisol; Entisol,Allic Paleudult and Lithic Oxic Troporthent soils with a soil depth of ~0.6 m.,NAC,NA,NA,19,Neotropics,Aw,Tropical rainforest,42,tropical,,,
140,Central Rondonia Chronosequence Site c,Cacaulandia,Rondonia,Brazil,-10.316667,-62.766667,350,NA,27.6,NAC,NAC,2290,NA,NAC,Ultisol; Entisol,Allic Paleudult and Lithic Oxic Troporthent soils with a soil depth of ~0.6 m.,NAC,NA,NA,19,Neotropics,Aw,Tropical rainforest,43,tropical,,,
141,Central Rondonia Chronosequence Site d,Cacaulandia,Rondonia,Brazil,-10.316667,-62.766667,350,NA,27.6,NAC,NAC,2290,NA,NAC,Ultisol; Entisol,Allic Paleudult and Lithic Oxic Troporthent soils with a soil depth of ~0.6 m.,NAC,NA,NA,19,Neotropics,Aw,Tropical rainforest,44,tropical,,,
142,Central Rondonia Chronosequence Site e,Cacaulandia,Rondonia,Brazil,-10.316667,-62.766667,350,NA,27.6,NAC,NAC,2290,NA,NAC,Ultisol; Entisol,Allic Paleudult and Lithic Oxic Troporthent soils with a soil depth of ~0.6 m.,NAC,NA,NA,19,Neotropics,Aw,Tropical rainforest,45,tropical,,,
143,Central Rondonia Chronosequence Site f,Cacaulandia,Rondonia,Brazil,-10.316667,-62.766667,350,NA,27.6,NAC,NAC,2290,NA,NAC,Ultisol; Entisol,Allic Paleudult and Lithic Oxic Troporthent soils with a soil depth of ~0.6 m.,NAC,NA,NA,19,Neotropics,Aw,Tropical rainforest,46,tropical,,,
144,Central Rondonia Chronosequence Site g,Cacaulandia,Rondonia,Brazil,-10.316667,-62.766667,350,NA,27.6,NAC,NAC,2290,NA,NAC,Ultisol; Entisol,Allic Paleudult and Lithic Oxic Troporthent soils with a soil depth of ~0.6 m.,NAC,NA,NA,19,Neotropics,Aw,Tropical rainforest,47,tropical,,,
145,Central Rondonia Chronosequence Site h,Cacaulandia,Rondonia,Brazil,-10.316667,-62.766667,350,NA,27.6,NAC,NAC,2290,NA,NAC,Ultisol; Entisol,Allic Paleudult and Lithic Oxic Troporthent soils with a soil depth of ~0.6 m.,NAC,NA,NA,19,Neotropics,Aw,Tropical rainforest,48,tropical,,,
146,Central Rondonia Chronosequence Site i,Cacaulandia,Rondonia,Brazil,-10.316667,-62.766667,350,NA,27.6,NAC,NAC,2290,NA,NAC,Ultisol; Entisol,Allic Paleudult and Lithic Oxic Troporthent soils with a soil depth of ~0.6 m.,NAC,NA,NA,19,Neotropics,Aw,Tropical rainforest,49,tropical,,,
147,Cerro Pelao 1,NAC,Santa Cruz,Bolivia,-14.54,-61.48,350,NA,24,NAC,NAC,1384,Dry season length 6.49 mths,NAC,inceptisol,Rock outcrop,NAC,NA,NA,10,Neotropics,Aw,Tropical rainforest,22,tropical,,,
148,Cerro Pelao 2,NAC,Santa Cruz,Bolivia,-14.53,-61.48,350,NA,23.9,NAC,NAC,1388,Dry season length 6.49 mths,NAC,inceptisol,Rock outcrop,NAC,NA,NA,10,Neotropics,Aw,Tropical rainforest,23,tropical,,,
149,Chajul,NAC,Quiche,Mexico,16.017,-90.917,NAC,NA,NAC,NAC,NAC,2849,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Aw,Tropical rainforest,1360,tropical,,,
150,Chamela - ReSerBos,NAC,Jalisco,Mexico,19.483,-105.033,NAC,NA,NAC,NAC,NAC,756,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,As,Tropical dry forest,1361,tropical,,,
151,Chamela 1 Lower,NAC,Jalisco,Mexico,19.5,-105.02,70,NA,24.9,NAC,NAC,707,NA,clay,Entisols,NA,NAC,NA,"Clarck et al 2001,Martinez-Yrizar et al. 1996, Martinez-Yrizar et al. 1992",141,Neotropics,As,Tropical dry forest,381,tropical,,,
152,Chamela 2 Middle,NAC,Jalisco,Mexico,19.5,-105.02,130,NA,24.95,NAC,NAC,743.5,NA,clay,Entisols,NA,NAC,NA,"Clarck et al 2001,Martinez-Yrizar et al. 1996, Martinez-Yrizar et al. 1992",141,Neotropics,As,Tropical dry forest,382,tropical,,,
153,Chamela 3 Upper,NAC,Jalisco,Mexico,19.5,-105.02,150,NA,24.9,NAC,NAC,707,NA,clay,Entisols,NA,NAC,NA,"Clarck et al 2001,Martinez-Yrizar et al. 1996, Martinez-Yrizar et al. 1992",141,Neotropics,As,Tropical dry forest,383,tropical,,,
154,Charabaru,NAC,Upper Takutu-Upper Essequibo,Guyana,4.937,-58.355,NAC,NA,NAC,NAC,NAC,2862,NA,NAC,NAC,NA,NAC,NA,NA,NA,Neotropics,Af,Tropical rainforest,1358,tropical,,,
155,Cheko,NAC,Kaoh Kong,Cambodia,10.93,103.4,NAC,NA,27.8,NAC,NAC,3726,NA,NAC,NAC,NA,NAC,NA,NA,119,IndoMalay,Am,Tropical rainforest,324,tropical,,,
